username,accDesc,location,following,followers,totaltweets,usercreated,tweetcreated,retweetcount,favoritecount,text,tweetsource,hashtags
IAMOKEESTHER,"TV, Radio, Online/
Content Creator/
Entrepreneur💶/
Deep thinker🧏‍♀️/
God lover😊

https://t.co/B5fazCeR29",,102.0,107.0,3383.0,2020-06-06 10:34:01,2020-11-04 10:36:33,0.0,0.0,"@JordanUhl #USElection2020 #USElection  UPDATES. Trump's Controversial Speech.

https://t.co/hPqQFBaJfp",Twitter for Android,"[{'text': 'USElection2020', 'indices': [11, 26]}, {'text': 'USElection', 'indices': [27, 38]}]"
93RAINBERRYLWT,#ZAYN: 69  | she/her,,384.0,1871.0,37274.0,2020-05-02 20:38:35,2020-11-04 10:36:33,0.0,0.0,who tf are the black people who voted trump what the fuck https://t.co/hKv1hY8455,Twitter for Android,[]
csturner24,home and away 👊🏻,,482.0,288.0,2389.0,2020-05-29 21:40:31,2020-11-04 10:36:33,0.0,0.0,"World wide pandemic , riots , genocide , world hunger , racism issues religious issues . Yet the media only arsed about Donald trump and what he does",Twitter for iPhone,[]
bootleg_yeezys,Lefty and soft,,237.0,120.0,3324.0,2019-07-17 20:48:26,2020-11-04 10:36:33,0.0,0.0,"If trump wins I don’t want to see a single person say the word “orange” 
This is a murdering fascist and I don’t care how funny his complexion is when he’s disassembling what’s left of American democracy",Twitter for iPhone,[]
realsachinh,Be cool in such a way even your enemies should be envious about u!..,"Karnataka, India",235.0,10.0,222.0,2012-04-17 07:11:26,2020-11-04 10:36:33,0.0,0.0,@TeamYouTube still not re activated 😢 please I said thousand times I'm sorry give my account back @YouTube @YouTubeIndia  @realDonaldTrump  @narendramodi  @TeamYouTube,Twitter for Android,[]
viveka,"Hypermedia, XR, human/machine interaction, truth, beauty. Meet me at @bfamtsyd. He/they/whatever. Personal account; my professional opinions aren’t free.","-33,151 (Sydney)",5007.0,2444.0,42497.0,2007-03-15 22:03:11,2020-11-04 10:36:32,0.0,0.0,"@EssexCanning On the other hand, Trump has just demonstrated that being a conviction politician and playing to your base, ignoring the other side’s concerns, can play very well. Biden could instead choose to take *that* lesson and embrace the Democrats’ base.",Twitter for iPhone,[]
anti_sidechick,"graduate
Auditor
TEFL Teacher (teach English as a foreign language)
Joker🤡","South Down, South Africa",121.0,647.0,57605.0,2012-04-23 14:02:29,2020-11-04 10:36:32,0.0,0.0,@Yollzz_D Yes but is Biden lead enough to win that state when 2 more red county's have not been counted? Americans love Trump that my conclusion to all this but I still think Biden will win because of the mail ballot as it favors him most.,Twitter for Android,[]
vampsungs,#리노: they ! vamp ! bat ! star,★ CARRD BYF,882.0,1157.0,19136.0,2020-05-04 17:08:57,2020-11-04 10:36:32,0.0,0.0,@ladybugkell @realDonaldTrump omg yikes  https://t.co/VfSXnMsSI0,Twitter for iPhone,[]
CVSMIXQUERENCIA,"tw//edtw7//shtwt//barcode twt// vent account
❃ I'm 15 
❃ she/they 
❃ I'm bi 
meanspo//sweetspo//thinspo",fat cooch,168.0,166.0,1063.0,2020-09-29 17:11:53,2020-11-04 10:36:32,0.0,0.0,I'm gonna kms if trump wins,Twitter for Android,[]
JoshAllan96,"Josh, 24. Teesside/Swiss lad living in Manchester.","Manchester, England",983.0,1822.0,15145.0,2017-06-25 16:00:21,2020-11-04 10:36:32,0.0,0.0,I’ve ran out of coffee this morning and now I haven’t got any bacon. Trump might be president for another four years and we’re about to enter a second lockdown. https://t.co/QA4yjoFUsu,Twitter for iPhone,[]
willie_cairns,Paid up grumpy old git 😀. Eternal Cliftonhill optimist and Coatbridge born and bred. Working with LEAP charity.. Views may contain frivolity.,Coatbridge,120.0,82.0,238.0,2012-06-19 14:54:14,2020-11-04 10:36:32,0.0,0.0,@simonmayo Not Trump again?,Twitter for Android,[]
_265__,,London,904.0,99.0,15680.0,2019-01-13 07:34:27,2020-11-04 10:36:32,0.0,0.0,@gsoh31 Would Trump had won if Covid had not had happened? Most likely.,Twitter Web App,[]
enkudheni,18 April 1980,,1064.0,352.0,2621.0,2020-07-11 05:52:16,2020-11-04 10:36:32,0.0,0.0,"@begottensun @realDonaldTrump There is more still to be seen MI, PA &amp; WI however many in #Africa still needs to learn that democracy does not give you rights as @usembassyharare demands from countries like #Zimbabwe Democracy is enforced by a country’s constitution, laws and regulations before anything else🤷🏿‍♂️",Twitter for iPhone,"[{'text': 'Africa', 'indices': [93, 100]}, {'text': 'Zimbabwe', 'indices': [210, 219]}]"
BarryOsully,"Liverpool fan, Father ,Brother ,Granddad   and Uncle .. They're all Reds  and 

we are the CHAMPIONS 🤗

RIP Dude  #Legend","Waterford, Ireland",3641.0,3622.0,47891.0,2009-04-07 16:39:16,2020-11-04 10:36:32,0.0,0.0,"Trump is like a child playing a match  when his team are winning yet there's still 10 minutes to go but he owns the ball  

Right give me the ball I'm heading home we won 😂",Twitter for Android,[]
danimarie_lynn,"i fall in love with little things every day, and design stuff along the way.","Pickering, Ontario",193.0,183.0,5304.0,2009-04-06 16:33:11,2020-11-04 10:36:32,0.0,0.0,"Trump supporters out there actually believing the Democrats are stealing the election when the only thing being stolen from anyone is true democracy.

#democracy #EveryVoteCounts #Vote2020 #ElectionNight #Elections2020 #Election2020 #AmericaVotes2020",Twitter Web App,"[{'text': 'democracy', 'indices': [151, 161]}, {'text': 'EveryVoteCounts', 'indices': [162, 178]}, {'text': 'Vote2020', 'indices': [179, 188]}, {'text': 'ElectionNight', 'indices': [189, 203]}, {'text': 'Elections2020', 'indices': [204, 218]}, {'text': 'Election2020', 'indices': [219, 232]}, {'text': 'AmericaVotes2020', 'indices': [233, 250]}]"
FranfromLA,,,288.0,39.0,5339.0,2017-02-05 09:03:57,2020-11-04 10:36:32,0.0,0.0,"@70Dawood @AJDelgado13 Yes, but mail in ballots not so much which is why trump was so against mail in ballots. BUT... Dems may have out voted him with the mail in ballots in WI, MI, PA and NV and spoiled his plan.",Twitter Web App,[]
J_Breezy2324,,,681.0,61.0,1786.0,2011-09-22 05:22:43,2020-11-04 10:36:32,0.0,0.0,@D3RGUN563 @realDonaldTrump Y'all really earning that check tonight huh?,Twitter for Android,[]
legitngnews,"https://t.co/HMyQ4xbDJC (ex https://t.co/6hySNB5pk0) – leading the way. We cover politics, business, sports, entertainment news&more to enrich Nigerians’ lives.","Lagos, Nigeria",4531.0,754089.0,274066.0,2012-05-02 12:11:25,2020-11-04 10:36:32,0.0,1.0,"US President, Donald Trump has reinforced his belief in winning the presidential election.

He said: ""We are on the road to victory and will make America great again"".
📷: Gage Skidmore (Wikimedia Commons)

#legitngnews #legitng #uselection #Trump https://t.co/cbOXXPQKF3",Twitter for Android,"[{'text': 'legitngnews', 'indices': [206, 218]}, {'text': 'legitng', 'indices': [219, 227]}, {'text': 'uselection', 'indices': [228, 239]}, {'text': 'Trump', 'indices': [240, 246]}]"
IWillNotBePrez3,,,132.0,2.0,129.0,2020-10-20 23:20:19,2020-11-04 10:36:32,0.0,0.0,"NEVADA

Biden 587,775 49.4%
Trump 578,498 48.6%

1,189,909 votes counted. Estimated 87.0% - 99% in,",Twitter for iPad,[]
Iain_Lind,►born in '92◄ from▼,Cape Town /\/¯¯¯¯\/\,107.0,94.0,1093.0,2010-09-07 20:56:38,2020-11-04 10:36:32,0.0,0.0,"Honestly don't support either side but it is frustrating trying to see who is leading. Going to add my two cents here. Red are counties where majority voted Trump, pink are counties where Trump leads. #USAElections2020  1/4 Blue and baby blue = Biden. https://t.co/YuFUlWiJxC",Twitter Web App,"[{'text': 'USAElections2020', 'indices': [201, 218]}]"
Terrasprayer,"Marketing consultant working with Bay Area businesses on marketing communications, PR, digital and social strategies.","Bay Area, NorCal",186.0,116.0,408.0,2009-03-15 16:32:31,2020-11-04 10:36:32,0.0,0.0,@HelenResists @thesmartmama Trump Cheats. It is rigged.,Twitter for iPhone,[]
dennis_ogi,,,222.0,76.0,170.0,2015-01-30 18:06:47,2020-11-04 10:36:32,0.0,0.0,@wsxfyhnk This is false the Nigerian media covers for buhari while the American media and big tech hate the president. If Trump was half the bigot or dictator most of the media would be in jail for the way  they've covered his presidency.,Twitter Web App,[]
ItsMeDYK,Gay • A “Mentally Deranged Unicorn” • #DetractorsBlocked • I suffer with Depression And Anxiety • I attempted suicide • Single For Life 💔• You Want It Darker?,Northern New Jersey AKA XANADU,6666.0,6739.0,63754.0,2009-07-01 18:27:25,2020-11-04 10:36:31,0.0,0.0,"#FakePresident #DonaldTrump does not want the votes that were cast on #ElectionDay2020 because he knows that he is going to lose. Fake President #Trump wants the #SCOTUS — for the second time in #UnitedStates History — to commit an act of #VoterSuppression 

#CountAllTheVotes",Twitter for iPhone,"[{'text': 'FakePresident', 'indices': [0, 14]}, {'text': 'DonaldTrump', 'indices': [15, 27]}, {'text': 'ElectionDay2020', 'indices': [70, 86]}, {'text': 'Trump', 'indices': [145, 151]}, {'text': 'SCOTUS', 'indices': [162, 169]}, {'text': 'UnitedStates', 'indices': [195, 208]}, {'text': 'VoterSuppression', 'indices': [239, 256]}, {'text': 'CountAllTheVotes', 'indices': [259, 276]}]"
MicahRConway,"#Virgo #Nursing #UT #BGSU Young King meeting my goals #BlackWomenGottaLoveThem #Single I’m good Love, but Enjoy ✊🏾","Toledo, OH",840.0,409.0,5948.0,2014-07-17 05:26:14,2020-11-04 10:36:31,0.0,0.0,Y’all still don’t realize Trump don’t like y’all? 😂☠️ You are all idiots. He’s European and he’s made it very clear he does not respect nor care for people who are not the same as him you fucking idiots 🤦🏾‍♂️ https://t.co/otGhWmDfHP,Twitter for iPhone,[]
BAMAnBBQ,"I'm a married country boy that loves fishing, BBQ, baking and cooking in general and has been known to post cooking pics. Loves a good laugh.",SE Alabama,2280.0,1185.0,52300.0,2011-12-04 17:31:23,2020-11-04 10:36:31,0.0,0.0,"@sandyleevincent Trump, that is",Twitter for Android,[]
twinedscorpio,#blacklivesmatter | ♊️♏️♍️,,610.0,191.0,14184.0,2015-07-20 20:00:09,2020-11-04 10:36:31,0.0,0.0,I hope all of you who voted for trump stand behind your mess and deal with the consequences. None of that were still friends bullshit.,Twitter for iPhone,[]
climatemegan,"Acting editor at award-winning @ClimateHome. Proud mother to a ginger baby. When he gets to my age, our society should be carbon neutral 🤯",London,1122.0,10959.0,16965.0,2011-10-19 15:39:07,2020-11-04 10:36:31,0.0,0.0,"@rolandixor she said white people are supporting Trump in as big numbers as 2016. This exit poll says white men swung 5% to Biden. It's just one poll! I get there is more context! Please believe me when I say I'm trying, in good faith, to understand it",TweetDeck,[]
R_W_Gronewold,"Fantasy writer and unapologetic nerd.  Proud Hufflepuff, Pokémon Master and Star Wars enthusiast.  I somehow know many things, some of which are actually useful","Iowa, USA",1208.0,759.0,40800.0,2014-08-17 18:32:44,2020-11-04 10:36:31,0.0,0.0,"Oh look, Trump declaring early victory and saying that the Supreme Court that he just put in his favor will have to declare him the winner......... https://t.co/MLYN2GGNxO",Twitter Web App,[]
Jessicoastal,"Humor & Positive Energy •
God is my safety 🙏🏼 America is my Freedom 🇺🇲
• Judgement is Human Error •
Disagree without Disrespect",,651.0,426.0,576.0,2020-10-13 18:32:20,2020-11-04 10:36:31,0.0,0.0,"@wendy4bama The quote tweets on this are outrageous. So many people saying ""no surprise Trump is trying to claim our election system is fraud, Trump lies again""

It's terrifying to see how many people are blinded by a hate for him https://t.co/zEuTWiVrej",Twitter for Android,[]
RajeshBKDM,"Cantankerous old guy interested in world affairs, reading and cricket.",,496.0,420.0,5004.0,2020-07-15 13:30:18,2020-11-04 10:36:31,0.0,0.0,"@TonyMurega Your take might be a touch premature. I do not put it past Trump to incite violence. His opening gambit is already in play,  using Dems of stealing. Now he will try the Supreme Court (he has bought) a d incite his mobs to violence. The danger is there.",Twitter for Android,[]
MargotAstra,"Christian Democrat,  Mother, Grand Mother, Registered Professional Nurse, Citizen, Daughter of the American Revolution (Relatives died alongside Lafayette)",,603.0,120.0,3655.0,2020-03-20 14:44:23,2020-11-04 10:36:31,0.0,0.0,Biden vs Trump: live results 2020 https://t.co/Eco8myLr7F via @FinancialTimes,Twitter Web App,[]
Zombie_Buffet,🏒🏒🏒🏒🏒🏒🏒🏒🏒🏒,"PNC Arena, NC",563.0,54.0,4022.0,2010-03-19 15:40:44,2020-11-04 10:36:31,0.0,0.0,@FleurySkjei I mean it sounds on par with how much Trump respects the military.,Twitter for Android,[]
J9bsbb,,Melbourne,201.0,63.0,7717.0,2010-05-08 15:57:25,2020-11-04 10:36:31,0.0,0.0,@LondonRealTV There is no science?? You sound like trump 🙄,Twitter for iPhone,[]
MarxIsMyNigga,Anti-Imperialist He/Him @pslweb candidate and practitioner of the Immortal Science. Auto-block if you list me. Check the pinned tweet.,United States,2294.0,2714.0,5611.0,2016-08-25 07:09:18,2020-11-04 10:36:30,0.0,1.0,@GiuliusTabernus I’m not even hoping one way or another. Just saying what’s looking likely based on current math.  It takes a uniquely bad candidate to have to struggle this hard with Trump after all of this shit though.,Twitter for iPhone,[]
cricketer400no,"Cricket, Tennis and Football fan. Reader, Hiker, Gardener, Allotmenteer, and Doctor Who fan.","Peak District, UK",636.0,125.0,3811.0,2009-02-24 23:00:12,2020-11-04 10:36:30,0.0,0.0,Trump is claiming victory AND calling into question the result? #USElection2020,Twitter for Android,"[{'text': 'USElection2020', 'indices': [64, 79]}]"
RealPatriot_Zw,---,Earth,453.0,396.0,1649.0,2015-06-08 15:58:42,2020-11-04 10:36:30,0.0,0.0,@Nja17Nja @PedzisaiRuhanya you are weird for assuming i am supporting Trump!,Twitter Web App,[]
IndianPatriott,,Desh,129.0,105.0,5973.0,2009-12-16 12:54:07,2020-11-04 10:36:30,0.0,0.0,@suhaskomaragiri @thatgoodbecky @kayleighmcenany @realDonaldTrump How can you say that. Do they report to you ? Intel failure led to Pulwama.,Twitter for Android,[]
Laineygills,"Interested in business, politics & comedy. Love my very large family. Views are my own, not my employers.",northern ireland,1722.0,253.0,2751.0,2010-05-19 17:22:39,2020-11-04 10:36:30,0.0,0.0,"@WeaverRacing @campbellclaret And that’s ok - but right now, he’s still in with a chance and Biden hasn’t done enough to be elected once and for all.  Trump shouldn’t be able to get to 250 but at least 3 states are still too close to call.",Twitter for iPhone,[]
ritzee81192,Lawyer🕴️,Mumbai,199.0,203.0,3663.0,2012-07-20 15:48:52,2020-11-04 10:36:30,0.0,0.0,"Final numbers as per current electoral votes
Trump- 280
Biden- 254
#USElections2020",Twitter for Android,"[{'text': 'USElections2020', 'indices': [67, 83]}]"
HAPPY989FM,"Official Twitter account for your No.1 Station, Happy 98.9 FM - Anigye Nkoaa! 
Like & Retweet ≠ Endorsement",Ghana,1927.0,16893.0,49983.0,2015-01-15 14:49:22,2020-11-04 10:36:30,0.0,0.0,"Will Trump be re-elected or will Biden finally get his chance to lead America?

#AmericasChoice2020
#USElection2020
#ElectionDay https://t.co/IRDw9FdBjD",Twitter for Android,"[{'text': 'AmericasChoice2020', 'indices': [80, 99]}, {'text': 'USElection2020', 'indices': [100, 115]}, {'text': 'ElectionDay', 'indices': [116, 128]}]"
Gilgamesh19921,,,4.0,0.0,18.0,2020-10-22 07:21:34,2020-11-04 10:36:30,0.0,0.0,@hollyotterbein Looks like they working overtime shredding trump votes. Lets see if they can work fast enough to scam the win away,Twitter Web App,[]
DesignatedDNB,I am one of those melodramatic fools.,United Kingdom,234.0,72.0,7198.0,2019-08-20 09:38:02,2020-11-04 10:36:30,0.0,0.0,@anaturalstate Oh I thought cause Biden had 238 to Trump's 213 that was good? No? I'm so confused by how it all works!,Twitter for Android,[]
johnhpetroff,"Former candidate US Rep #IN02 social lib, fiscal conserv #ThanksJohnMcCain #BlueWave #Resistance ""Without truth, there is no real democracy.."" #duplicity of GOP","La Porte, IN",5851.0,5548.0,22378.0,2018-03-14 16:38:04,2020-11-04 10:36:30,0.0,0.0,Ummm... Trump lies about everything. It's part of #HitlersPlaybook #LieBIGLY #LieAllTheTime https://t.co/ht2RKdGXVj,Twitter Web App,"[{'text': 'HitlersPlaybook', 'indices': [50, 66]}, {'text': 'LieBIGLY', 'indices': [67, 76]}, {'text': 'LieAllTheTime', 'indices': [77, 91]}]"
penguinoni,"Stroke survivor, lover of all things penguin, Rugby, Aston Villa, and my beloved Ireland.",An igloo,1208.0,611.0,23430.0,2011-02-24 18:36:02,2020-11-04 10:36:30,0.0,0.0,Not that there's much between them but if #Trump wins I want all #Americans to shut up when it all goes belly-up #USElection #USElection2020,Twitter Web App,"[{'text': 'Trump', 'indices': [42, 48]}, {'text': 'Americans', 'indices': [65, 75]}, {'text': 'USElection', 'indices': [113, 124]}, {'text': 'USElection2020', 'indices': [125, 140]}]"
suzy25,"Physician Assistant, Nature & Animal Lover, Feminist, and Forever Democrat!","Bay Village, OH (Cleve 'burb)",408.0,91.0,694.0,2008-10-18 09:47:01,2020-11-04 10:36:30,0.0,0.0,@StevenBeschloss I'm afraid they are all for stopping the count. Trump and his cult usually win by cheating.,Twitter for Android,[]
Ang_243,Connecting.. bu$yWorking on moi🚧💿,Forbes list,2002.0,6281.0,55353.0,2013-10-12 18:39:23,2020-11-04 10:36:30,0.0,0.0,I hope you grant them free visas to the 🇺🇸 https://t.co/bFwQNe8XHH,Twitter for iPhone,[]
Anzuruni_B,Saved by grace / Humanitarian / Community Develpmt Expert / Migration & Integration Scholar / Univ. Lecturer/ Research Methodology Enthusiast / Husband / Father,Global Citizen/Citoyen Mondial,657.0,198.0,5198.0,2012-05-31 05:41:23,2020-11-04 10:36:30,0.0,0.0,"@USPoliticsPoll @Lasterbosire Al Gore won popular votes against GW Bush, Hillary won popular votes against Trump! Get your facts right.",Twitter for Android,[]
ahadqureshee,"cricket lover..,
social enthusiast ..!","Mumbai, India",111.0,69.0,835.0,2016-06-24 06:15:20,2020-11-04 10:36:30,0.0,1.0,"A day to remember for...
Republican and for Republic

#Trump #Biden #USAElections2020 #ArnabGoswami",Twitter for Android,"[{'text': 'Trump', 'indices': [54, 60]}, {'text': 'Biden', 'indices': [61, 67]}, {'text': 'USAElections2020', 'indices': [68, 85]}, {'text': 'ArnabGoswami', 'indices': [86, 99]}]"
pices2009,witty,,46.0,5.0,571.0,2009-06-15 14:42:17,2020-11-04 10:36:30,0.0,0.0,@sarahcpr Trump lost,Twitter for Android,[]
donfitz1948,"Retired from education, working for Township, Loves to travel, bake & have fun  (I also make a great Chocolate Martini) Also a big football fan  GO EAGLES",USA,250.0,113.0,3733.0,2018-02-24 16:03:48,2020-11-04 10:36:30,0.0,0.0,@realDonaldTrump you mean loss right?  LOL,Twitter Web App,[]
KeyhreArdeleh,ǫ7,,1100.0,1277.0,43459.0,2017-10-31 05:25:42,2020-11-04 10:36:30,0.0,0.0,Someone just told me Trump is being accused of rape right now????,Twitter Web App,[]
positionsntltc,Know my love infinite nothing I wouldn't do ♡ 🌙✨🤍🦋 (she/her),𝒮𝓌𝑒𝑒𝓉𝑒𝓃𝑒𝓇 ♡ she|her,610.0,519.0,1670.0,2020-08-20 19:22:50,2020-11-04 10:36:30,0.0,0.0,@SWlTCHPOSlTIONS It’s ok he hasn’t won yet 💙 trump is very charismatic and good at talking shit the votes are still being counted so he hasn’t won yet 💙,Twitter for iPhone,[]
Adolwulf,Manchester United Supporter. #Dlive streamer. Host of FOILcast. #GGMU #MUFC,"Denver, Colorado",2449.0,899.0,54223.0,2010-11-07 08:39:40,2020-11-04 10:36:30,0.0,0.0,@mazgaminguk Georgia is at 99% counted. Close but I think it’s going Trump with North Carolina. Michigan will be for deciding state,Twitter for iPhone,[]
Lion8291,,,336.0,390.0,3810.0,2020-04-12 08:58:46,2020-11-04 10:36:30,0.0,0.0,A very big moment for Patriots around the World. Patriots rule. Trump Won.,Twitter Web App,[]
liberal_elder,"Things aren't so bad said the wise man, They're worse.

Welcome to the Collapse!",,3700.0,3891.0,30867.0,2016-10-28 10:27:11,2020-11-04 10:36:30,0.0,0.0,"The whole polling industry would seem to be useless.  After all of the hopium we've been eating, not much has changed, anywhere.

It's still up if the air if Trump is going anywhere, though my guess is that he isn't.  Not till he croaks of old age, and then the deluge.",Twitter Web App,[]
shaunpatdavis,"Red Sox, Bruins, Pats fan. Father, Husband, cook. former democratic campaign worker & non profit worker for the homeless. #BlackLivesMatter 🏳️‍🌈🇺🇸",,613.0,630.0,7384.0,2019-10-13 23:04:02,2020-11-04 10:36:30,0.0,0.0,A Trump victory is the fatal blow to our already dying democracy.,Twitter for iPhone,[]
HellBint,"If u can't figure it out,I can't think for you.
🍋  🇺🇸  🇬🇧  ♌️ 🍒 🌻   🤘🤘
I don't kiss ass, ass kisses me.  🤓🤣🙄
    🇺🇸   🇬🇧",,297.0,606.0,8474.0,2018-03-30 12:06:35,2020-11-04 10:36:30,0.0,0.0,"So far, only 3 Trump-haters have told me I'm wrong.  
I did state I wasn't sure if it was right, however, interesting who's jumping on it.  @ AndyErak @ KenDavies 
@ sarahisitme https://t.co/0ewjXRd8Ki",Twitter Web App,[]
bissakinya,grü,"samsun, Türkiye",1299.0,1419.0,827.0,2020-07-26 19:15:57,2020-11-04 10:36:30,0.0,0.0,@umitumitumitum agshahsh trump 74,Twitter Web App,[]
kron4news,"KRON4, The Bay Area's Local News Station",San Francisco Bay Area,3233.0,240424.0,235647.0,2009-01-15 17:59:10,2020-11-04 10:36:30,0.0,0.0,President Donald Trump falsely said on live television that he had won reelection even as votes were still being counted. https://t.co/CNrPsGkxs3,SocialFlow,[]
pmishina,🌞🗿🌴,ur basement,379.0,54.0,1935.0,2011-02-22 08:40:29,2020-11-04 10:36:30,0.0,0.0,@shutupandjam trump claiming victory is the “hand grabbing the ankle”,Twitter Web App,[]
whatanerd,"Former teacher. Social sciences/education nerd. Bisexual/non-binary/queer. Antifascist. Definitely an anarchist. (they/them) #ADHD #dyslexia
https://t.co/MegoJMcXXc",Slovakia,1413.0,297.0,39699.0,2009-01-27 17:23:20,2020-11-04 10:36:30,0.0,0.0,"@MisWiredKE Throwing out a guess: But that Senate race looked like a small-scale version of the presidential election (Awful Democrat Who Continues Supporting Horrible Things vs. Disgusting Fascist Republican).

I mean, she called herself a ""Trump Democrat,"" which left a mark.",Twitter Web App,[]
6News,"#WATE 6 On Your Side provides the latest news, weather, sports and traffic updates from East #Tennessee. https://t.co/PmgAM15fIw
@WATESports
@wateweather
@WATETraffic","Knoxville, Tenn.",1264.0,176418.0,223698.0,2008-11-02 22:37:15,2020-11-04 10:36:30,0.0,0.0,"President Trump wins critical state of Florida, AP projects
https://t.co/Us6mhCVTFb",SocialFlow,[]
australian_a,Just a quiet Australian here for the hysteria and perpetual outrage,,78.0,44.0,306.0,2020-06-03 22:39:42,2020-11-04 10:36:30,0.0,0.0,"@vanOnselenP @TwitterSafety since you are censoring @realDonaldTrump and his tweets, can this one be censored for the 'vile pig' comment?",Twitter for Android,[]
KaptainKulk,,"Coventry, England",1324.0,3178.0,11123.0,2012-01-01 15:52:17,2020-11-04 10:36:30,0.0,0.0,"And the internet bossing and distorting it all. Nothing new since 2016 just further confirmation of the mess. I know it’s not over and I don’t despair in particular that Trump supporters still support him. I expected, and expect him, to win.",Twitter for iPhone,[]
GrogsGamut,Columnist on economics and politics for Guardian Australia,Canberra,1898.0,82771.0,64842.0,2009-06-25 05:26:47,2020-11-04 10:36:30,0.0,5.0,Only thing better than Trump declaring the result before all the votes are counted is journos writing opinion pieces about what the result all means for the Democratic Party,TweetDeck,[]
justinenantale2,Am for real,Uganda,8635.0,19284.0,3636.0,2020-02-02 10:42:25,2020-11-04 10:36:30,0.0,1.0,"Forget Trump and Biden guys, our country 🇺🇬will take 94 years to repay its existing stock of debt but it’s also soliciting for loans to construct roads in Congo 🇨🇩",Twitter for iPhone,[]
AudreySung6,♡︎𝙷𝚎𝚠𝚘 𝚒𝚖 𝙰𝚞𝚍𝚛𝚎𝚢♡︎,,77.0,1.0,12.0,2020-01-26 03:57:04,2020-11-04 10:36:29,0.0,0.0,"We have to do what’s right, even though I’m not an American citizen I have saw on the news many bad things happening because of trump’s bad choices.
@JoeBiden #Biden2020ToSaveAmerica #Biden",Twitter for iPhone,"[{'text': 'Biden2020ToSaveAmerica', 'indices': [159, 182]}, {'text': 'Biden', 'indices': [183, 189]}]"
TheEYE80478756,The eye of the world,,206.0,8.0,10.0,2020-11-03 16:35:47,2020-11-04 10:36:29,0.0,0.0,Trump said his going to give a winning speech tonight😳 https://t.co/wL3vuxhwUI,Twitter for iPhone,[]
Andthen321,take two steps back and look at the bigger picture you'll be surprised at what you see.,,240.0,203.0,34897.0,2015-05-10 10:09:05,2020-11-04 10:36:29,0.0,0.0,"@piersmorgan ALL POSTAL CENTRES KNEW.
TRUMP WAS RIGHT THAT DEMS WERE USING THE MAIL IN VOTES TO RIG THE ELECTION https://t.co/8GZsUFBCDp",Twitter for iPad,[]
AbuKedem,Author: https://t.co/nH3ijItqiO Ed.: https://t.co/bL9d6yXnMH ; Translator; It's not Tourette's - I'm cussing you on purpose.,The Oy-ly Land,2079.0,3425.0,404993.0,2008-10-18 22:22:06,2020-11-04 10:36:29,0.0,0.0,@Elishabenabuya @Apikoros613 @shirasilkoff @jonashsn I'm sorry but Apikoros is right. There was no such ruling. Senate voted to acquit Trump and that was that. It wasn't near close enough for SCOTUS to get involved.,TweetDeck,[]
virvikram,,"London, United Kingdom",1834.0,1041.0,123659.0,2008-04-07 06:53:32,2020-11-04 10:36:29,0.0,0.0,"For a tired, drugged up old man, Trump has caused a lot of damage. https://t.co/NJXNjdjXmq",Twitter for iPhone,[]
josseeeppph,https://t.co/M4wuZ7rDD4,,178.0,731.0,8063.0,2017-05-06 08:07:35,2020-11-04 10:36:29,0.0,0.0,trump supporter are a whole different breed.. they cannot be fr 💀 https://t.co/LUDOlfEQGk,Twitter for iPhone,[]
KaptainKulk,,"Coventry, England",1324.0,3178.0,11123.0,2012-01-01 15:52:17,2020-11-04 10:36:29,0.0,0.0,"only accentuating it. Everything bad we see in Trump is seen as a positive by his supporters. Liberal urban  populations vs illiberal rural populations, nationalists vs internationalists, hard-right vs everyone else. Propagandised populism seems unstoppable.",Twitter for iPhone,[]
banthebbc,"George Orwell's Ministry of Truth⁺, “Russian spy dude”- Louise Mensch. Suspicion Breeds Confidence. Vegetarian. Libertarian. Satirist. #Bitcoin #MAGA🇺🇸🏳️‍🌈",Airstrip One,3984.0,83945.0,96151.0,2012-12-25 19:05:38,2020-11-04 10:36:29,0.0,0.0,@Rickinthewall Trump is a twig in their spokes. He doesn’t play ball with them all the time that’s why they are desperate to get him out. They want Joe in who isn’t all there to do their bidding.,Twitter for iPhone,[]
youngamericano,Welcome to Chromatica,"Los Angeles, CA",695.0,913.0,48587.0,2008-03-30 08:53:06,2020-11-04 10:36:29,0.0,0.0,"Honestly, win or lose, I think dems failed getting their voice heard when it came to Latino voters. The socialism message hit hard and they thought kids in cages would be enough to deter them from Trump.",Twitter for iPhone,[]
JeminisceNG,CR7// RC7 👮🏾‍♂️// RAP ARTIST,"Abuja, Nigeria",728.0,1103.0,3627.0,2018-06-27 18:21:09,2020-11-04 10:36:29,0.0,0.0,Trump right now https://t.co/cvfVDlH2BH,Twitter for Android,[]
atlnlgga,,,0.0,0.0,44.0,2020-11-04 09:20:52,2020-11-04 10:36:29,0.0,0.0,"@Deliximus @Biden_Army @Mr_BUFF_it @bradheath @csdefenselaw This just in right now????

Trump probably going nuts and cant sleep right now",Twitter Web App,[]
yorkmikey1,"chef ,Thailand,brasil,India @lufc,coin collector @cocacola collector ,mushroom hater",,1118.0,947.0,8748.0,2020-03-14 00:35:51,2020-11-04 10:36:29,0.0,0.0,@MissVJFxx Will trump make it as great as the last four years ?,Twitter for iPhone,[]
